text,trans
なーちゃんは……\nいつも優しくて、元気で……\n甜花、大好き……,"나쨩은……\n언제나 상냥하고, 활기차서……\n텐카, 정말 좋아해……"
甜花……頑張りましゅ！,텐카…… 열심히 하겠습니댜!
あ、プロデューサーさん……,"아, 프로듀서님……"
たーまやー……\n……たまやさんって、何屋さんなんだろ……,"타ー마야―……\n……타마야씨는, 뭐하는 사람일까……"
やっぱ～、\nうちってゲーノー人の才能\nあるっぽくない？,"역시~,\n나 연예인에 재능\n있는 거 같지 않아?"
ねぇねぇ、プロデューサー、\nちょっと聞いてよ～,"저기 저기, 프로듀서,\n좀 들어봐~"
ガンガン行くからね？\n覚悟してよ、プロデューサー！,"망설임 없이 갈 테니까 말야?\n각오하라고, 프로듀서!"
プロデューサーさま、その……ゆく雲の『白き』……──よき日でございます……,"프로듀서님, 그…… 흘러가는 구름의 『하양』이……──좋은 날입니다…"
ふふ……凛世も……持って参りました……感謝の日だと……聞いておりますゆえ……,후후……린제도……가지고 왔습니다……감사의 날이라고……들었기 때문에……
にへへ……\nバニラも……チョコも……\n美味しい……,에헤헤……\n바닐라도…… 초콜릿도……\n맛있어……
帰りましょう……\nお日さまと……一緒に……,돌아가요……\n햇님과……함께……
…………\n何かを言うのは良くないね\nアナタに会えただけで十分さ,………… \n무슨 말을 할 필요는 없겠지\n당신과 만난 것만으로도 충분해
ありがとう\nアナタはとても義理堅いね\n私も、次は応えなくては,"고마워\n당신은 무척 의리 있네\n나도, 다음에 보답해야겠어"
──……っと……\nあ、えっと……ありがとう\nこれは……嬉しい、ものだね,"──……읏차……\n아, 음……고마워\n이건……기쁜, 일이네"
ねぇＰたーん、三倍返しの\n法則って知ってる？　三峰、\nまだゼロなんだけどな～,"저기 P땅, 3배로 돌려주기\n법칙이란 거 알고 있어? 미츠미네,\n아직 제로인 상태인데 말야~"
三峰ももらっていいの？\nやったラッキー♪\nさすがＰたん、マメだよねぇ,"미츠미네도 받아도 돼?\n앗싸 럭키♪\n과연 P땅, 성실하네"
こんなちゃんとしたもの\nくれなくてもよかったのに\n……嬉しい。ありがとう,이렇게 제대로 된 거\n주지 않아도 괜찮은데\n……기뻐. 고마워
気にしないでください……アーモンドさんたちと……お友達に……なってもらえればって……,신경쓰지 않으셔도 돼요……아몬드 씨들과…… 친구가……되어주셨으면 해서요……
プロデューサーさん……！　ふふ……それじゃ……アーモンドチョコ……どうぞ……,프로듀서님……! 후후…… 그러면……아몬드 초콜릿……받아 주세요……
わ……ありがとうございます……ふふ……きっと……とっても……優しいお菓子……,와……감사합니다……후후……분명……무척이나……상냥한 과자……
今日は学校でたっくさんクッ\nキーを配りました！\nお返しの日！　です！,오늘은 학교에서 잔뜩\n쿠키를 나눠줬어요!\n답례하는 날! 이에요!
お菓子！　美味しそうです！\nえっ食べてもいいんですか？\nえへへ、いただきまーす！,"과자! 맛있어 보여요!\n엇, 먹어도 되나요?\n에헤헤, 잘 먹겠습니다!"
バレンタインのお返し……！\nスッゴくスッゴくうれしいで\nす！　開けていいですか！？,발렌타인의 답례……!\n진짜 진짜 기뻐요!\n열어봐도 되나요!?
もちろん、ホワイトデーも\nチョコ装備です！　お返し、\n配らなきゃですからね！,"물론, 화이트 데이도\n쵸코 장비 완료예요! 답례,\n나눠주지 않으면 안 되니까요!"
そんな、恐縮すぎます……！\n先月何もできなかったの、一\n生の不覚なんですから……！,"그런, 너무 황송하죠……! \n저번 달에 아무것도 못드린 거, 일생의 불찰이었으니까요……!"
わぁっ……！　頂いちゃって\nいいんですか……！？　えへ\nへ、ありがとうございます！,"와앗……! 받아도\n되나요……!? 에헤헤,\n감사합니다!"
え！？　あ……アタシ、何か\nしたっけ……──あ、いや\nなんでもねーよ……さんきゅ,"에!? 나……나, 뭔가\n했던가……──아, 아니\n아무것도 아니야……땡큐"
──あ、アタシにか！！？\n……なら、もっとちゃんとし\nたの渡しときゃよかった……,"──나, 나한테 주는거야!!?\n……그럼, 좀 더 제대로\n된 걸 줄 걸 그랬어……"
ねえ、プロデューサーには\n私の感謝の気持ち、\n届かなかったのかしら……？,"저기, 프로듀서에게는\n내 감사의 마음,\n전해지지 않았던걸까……?"
あら、これって……！\nありがとう、頂くわ。お返し\n期待していてちょうだい！,"어라, 이건……!\n고마워, 잘 받을게. 답례\n기대하고 있어 줘!"
うふふ、うれしいわ\nお返しがあるってことは、\n気持ちが伝わったのよね？,"우후후, 기쁘네\n답례가 있다는 것은,\n마음이 전해졌다는 거겠지?"
プロデューサーさん！\nなーんか、忘れちゃってたり\nしないかな～、なんて,"프로듀서님!\n뭔ー가, 잊고 있다거나\n하지 않은 걸까~, 이러고 막"
えーっ！　もらっていいの？\n今度、ぜーったい\nお礼するからね☆,"엣ー! 받아도 돼?\n담번에, 꼭ー\n답례할 테니까☆"
素敵なお返し、ありがと！\nえへへ、もったいなくて\n食べられないかも☆,"멋진 답례, 고마워!\n에헤헤, 아까워서\n못 먹을지도☆"
これ、もらっていいの……？\nにへへ、ありがと……\nでも、なんでだっけ……？,"이거, 받아도 돼……?\n니헤헤, 고마워……\n그런데, 왜 준 거야……?"
甜花の、へたっぴだった……\nでも、もらっていいの……？\nなら……一緒に食べたい、な,"텐카, 서툴렀어……\n그런데도, 받아도 돼……?\n그러면……같이 먹고 싶은걸"
プロデューサーさ〜ん……\n……私、期待しちゃってた\nみたいです……,"프로듀서님~……\n……저, 기대하고 있었던 것 같아요……"
そっかぁ、今日はホワイト\nデーでしたね……！　ふふっ\nありがとうございます♪,"맞아, 오늘 화이트 데이였죠……!\n후훗 감사합니다♪"
わ……！　お返しなんて……\nでも、とっても嬉しいですっ\n……ありがとうございます,"와……! 답례라니……\n생각치 못했지만, 무척 기뻐요\n……감사합니다"
マシュマロクッキーを作ったんです。プロデューサーさんも、おひとついかがですか？,"마쉬멜로 쿠키를 만들어봤어요. 프로듀서님도, 한개 어떠세요?"
ほわっ……このプレゼントは……？　えっと、あのっ……あ、ありがとうございますっ,"호와…… 이 선물은……? 저기, 저…… 가, 감사합니다"
あ、ありがとうございますっ\n……大事に、いただきますね\nプロデューサーさん……っ,"가, 감사합니다\n…… 소중하게, 잘 먹을게요\n프로듀서님……"
プロデューサー……\nあの……チョコレート……\nお口に合いませんでしたか？,프로듀서……\n저기……초콜릿……\n입에 맞지 않으셨나요?
そ、そんな……悪いです！\n私からは何も……\nお渡しできていないのに,"그, 그런……죄송해요!\n저는 아무것도……드린게 없는데"
え？　お返し、ですか……？\n……ありがとうございます\nしっかり、味わって食べます,"네? 답례, 인가요……?\n……감사합니다\n제대로, 맛 보면서 먹을게요"
ねぇねぇ、プロデューサー！\nクイズだよっ！\n今日は何の日でしょうか！,"있지있지, 프로듀서!\n퀴즈야!\n오늘은 무슨 날일까요!"
わぁ！　これ、くれるの？\nありがとうプロデューサー！\n大事に食べるねっ,"와아! 이거, 주는 거야?\n고마워, 프로듀서!\n소중하게 먹을께"
お返し目当てだったんじゃな\nいよ？　でも、ありがとう！\n今すぐ食べてもいいかなっ？,"돌려받을 목적이 아니었다구?\n그래도, 고마워!\n지금 먹어도 괜찮을까?"
白くてやわらかかやつとか～\n茶色のサクサクのやつとか～\nん～、なんか忘れとらん～？,"흰색에 말랑한 거라든가~\n갈색 바삭한 거라든가~\n음~, 잊어부린 거 없어야~?"
う、うちも……！\nこの間、渡せんかったけん\n交換したか……！,"내, 내도……!\n이번에, 못 줬응께\n교환허고 싶어야……!"
ぷ、プロデューサー……\nバレンタインにうちが言うた\nこと、覚えとる……？,"프, 프로듀서……\n발렌타인 때 나가 했던 말\n기억하고 있당가……?"
私、なんだか甘い物が食べた\nい気分ですー。……忘れてる\nなら別にいいですケドー……,"저, 뭔가 단게 먹고\n싶은 기분이에요ー. ……잊으셨다면\n별로 상관없지만요……"
急になんですかぁ？\n……でも、ふふー\nお菓子ゲットー,"갑자기 뭔가요오?\n……그래도, 후후ー\n과자 Getー"
──え\n……ぁ、……そ、そーいうん\nじゃなかったんですケド……,"──어\n……아, ……그, 그런 의미가\n아니었는데요……"
おてんとさんはぴっかぴかで、\n風もびゅんびゅんして──\nこいは、その記念～！,"햇님은 팔팔하고,\n바람도 많이 불고──\n이것은 그 기념~!"
まさかこんなに早く\nこのドレスを着ることになるとは思わなかったわ,설마 이렇게 빨리\n이 드레스를 입을 일이 생길 거라곤 생각하지 않았어
手、出してほしいっす\nプロデューサーさんにも\nクワガタ見せたいんで,"손, 내밀어줬으면 함다.\n프로듀서님께도\n사슴벌레를 보여주고 싶어서"
わたしたちの光\n受け止めてほしいっす！\nさぁ、行くっすよ！,"우리들의 빛\n받아들여줬음 함다!\n자, 가겠슴다!"
あっつーい！\nこんな時は、冷たいものがほし\nくなっちゃうよーっ！,"더워ー!\n이런 때는, 차가운 게\n필요하다구ー!"
準備はできてるかなー？\n最後まで、フルスロットルで楽\nしもうねっ！,"준비는 되어있지ー?\n마지막까지, 풀 스로틀로\n즐기자!"
お願いごと……アイドルとして頑張っていれば、あの星まで届くでしょうか……？,"소원…… 아이돌로서 노력하고 있으면, 그 별까지 닿을까요……?"
お願いごと、何にしよ……\n……あ、そうだ……お仕事の日、起きれますように……！,"소원, 무엇으로 하지……\n……아, 그래…영업있는 날, 일어날 수 있길…!"
甜花ちゃんと一年に一回しか会えないなんて甘奈は絶対に無理！　織姫と彦星は強いなぁ……,텐카쨩과 일년에 한번 밖에 만날 수 없다니 아마나는 절대로 무리! 직녀와 견우는 강하구나…
短冊には『トップアイドル』\nもちろん、そう書いたわ！\n……アナタもそうでしょう？,"소원 종이에는 『톱 아이돌』\n물론, 그렇게 썼어!\n……당신도 그렇지?"
金銀砂子……\n再び……まみえることを……\n祝福する光……,금은모래……\n다시……만나는 것을……\n축복하는 빛……
ふ～んふ～ふ～……\nうわっ！　プロデューサー\nいたのかよ……！,흥흥~흥~……\n우왓! 프로듀서\n있었어……!
給食で、七夕ゼリーって出ませんでしたか？　星型の果物とかが入ってるやつです！,"급식으로, 칠석 젤리는 안 나왔나요? 별모양 과일 같은 게 들어있는 거예요!"
星がたっくさん集まると、おっきな川に変身します……！\nとーっても不思議ですっ！,"별이 많이 모이면, 큰 강으로 변신해요……!\n엄청 신기해요!"
お昼のあいだも……\n光ってるんです……\nお星さまたち……,낮 시간 동안에도……\n빛나고 있어요……\n별님들……
織姫も彦星もさぁ、サボるならもっと上手くやらなきゃだったよねぇ,"직녀도 견우도, 게으름 피울거면 좀 더 능숙하게 했어야 했잖아"
短冊に何と書いたんだい？\nいや……もし私に叶えられるものならいいな、と思ってね,소원 종이에 뭐라고 썼어?\n아니……만일 내가 이루어 줄 수 있는 거라면 좋겠다고 생각해서
短冊に書くのって、どんな願いごとでもいいんですかぁ？\nふふー、何から書こうかなぁ,"소원 종이에 쓰는 건, 어떤 거라도 좋은 거죠?\n후후―, 무엇부터 쓸까"
一年にいっぺんしか会えんなんて、うちならぜーったいに\n耐えられんばい……！,"일년에 한번 밖에 만날 수 없다니, 내는 절대로\n못 참을 거구마…!"
夏の大三角……\nわたしたちみたいだなーって！\nえへへ、だって星だからね！,"여름철 대삼각형…… 우리들 모습 같네!\n에헤헤, 왜냐면 별이니까 말야!"
願いごとは教えられません……！　誰かに言ったら、叶わなくなりそうなので……秘密です,"소원은 가르쳐 드릴 수 없어요…! 다른 사람에게 말하면, 이루어 지지 않을 것 같아서…… 비밀이에요"
ふふっ、いろんな色の七夕飾りを見ていると、なんだかウキウキしてきますっ,"후훗, 여러 가지 색깔의 칠석장식을 보고 있으면, 왠지 두근두근해지네요"
お願いっていくつまでセーフだと思う！？　ありすぎて決まんないんだけど！,소원은 몇 개까지 세이프라고 생각해!? 너무 많아서 정하질 못하겠는데!
願い事とか、見える場所に飾るの苦手なのよね……\n……見たら承知しないから！,"소원 같은 거, 보이는 장소에 장식하는 건 꺼려지는데 말이지……\n……훔쳐보면 용서 안 할 거니까!"
願いって、誰が、どうやって聞き届けてくれてるんすかねぇ……,"소원은, 누가, 어떤 방식으로 들어주는거죠……"
……やっほー……,…… 얏호……
あ……い……し────\n──あ……あい……────\nあいし……ふぇダメばい～！,사…… 랑……합────\n──사…… 사랑……────\n사랑합…… 후에 안되는구마~!
あ、あの……プロデューサーさん……公園に、のんびりしに行きませんか……？,"저, 저기…… 프로듀서님…… 공원에, 느긋히 쉬러 가지 않으실래요……?"
あの時……貴方さまが……\n貴方さまでなければ──,그때…… 당신이……\n당신이 아니었다면
あーのーさぁ。ちょっとは意識\nしてもらえないと、三峰も立つ\n瀬がないんですけどー？,"저ー기ー요. 조금은 의식해\n주지 않으면, 미츠미네도\n설 자리가 없는데요―?"
おてんとさんも、\nこい見て喜んどるばい～！,"햇님도,\n이걸 보면 기뻐할 거여~!"
お借りした手袋は、私が責任を\n持って、洗ってお返しいたしま\nすので……！,"빌린 장갑은, 제가 책임을 지고\n가져가서, 세탁해서\n돌려드릴게요……!"
きみは恋……\nわれは秋嵐……,너는 사랑……\n나는 가을 폭풍……
こういうポーズの時こそ\n体幹と腹筋が役立つのよ！\nベストショットまでキープ……,이런 포즈야말로\n체간과 복근에 도움이 되는 거야!\n베스트 샷까지 킵……
ふふー\nタバスコ入りカレードリアの\n味はどうでしたぁ？,후후―\n타바스코가 들어간 카레 도리아의\n맛은 어떠셨나요?
んふふ～、幸せやねぇ～\nねぇ？,"우후후~, 행복하제~\n그제?"
アンタが、いつもアタシの\nことを考えてくれてるのは\nわかってるつもりだよ,"네가, 언제나 나를\n생각해 주고 있는 것은\n알고 있어"
イルカは外せないし……\nクリオネも見たいよね☆\n時間足りるかなぁ……,돌고래는 빠뜨릴 수 없고……\n클리오네도 보고 싶네☆\n시간 충분할까……
ステージ以外でも応援してもら\nえるのって、やっぱり嬉しいな\nえへへ……！,"스테이지 밖에서도 응원받을 수\n있다는 건, 역시 기쁘구나\n에헤헤……!"
プロデューサーの好きな歌手\n教えていただけませんか\n聴いてみたいと思いまして……,프로듀서가 좋아하는 가수\n알려줄 수 없으실까요\n들어 보고 싶어서……
リコーダーはジャスティスレッドの武器、ジャスティーンファイアソードです！,"리코더는 저스티스 레드의 무기, 저스틴 파이어 소드예요!"
人が、観覧車に乗る理由──\n……こんな時間を過ごすため\nなのかもしれないなぁって,"사람이, 관람차를 타는 이유──\n……이런 시간을 보내기 위해서\n인지도 모르겠다 싶네"
次のリクエストがあったらぜひ\n聞かせてください！　チョコア\nイドルは進化するんです！,다음의 리퀘스트가 있으면 꼭\n들려주세요! 쵸코 아이돌은\n진화합니다!
次は、プライベートで行きたいな\nもちろん、アナタも一緒にね,"다음은, 프라이빗하게 가고 싶어\n물론, 당신도 함께 말야"
見えますか……\nいっぱいの……気持ち……,보이십니까……\n가득한…… 기분……
今日もまぁ、\nほどほどにやってきまぁす,"오늘도 뭐,\n적당히 적당히 하고 올게요오"
プロデューサーさま……ほら、鶯が──想う相手と……呼び交わすのでしょう……ふふ……,"프로듀서님……보세요, 휘파람새가──사모하는 상대와……서로 부르는 거겠지요……후후……"
フェスはやっぱり良かとー\nドキドキするばい！,페스는 역시 좋아부러ー\n두근두근 하구마!
ファンのみんなにうちを\nよーく見てもらわんとね！,팬 모두에게 나를\n잘 보여야 겠지라!
プロデューサーも\n応援よろしゅうね！,프로듀서도\n응원 잘 부탁혀!
せっかくのステージだ、私たちをしっかりと見せつけよう,"모처럼의 스테이지야, 우리 모습을 제대로 보여주자"
さぁ、ファンのみんなを楽しませに行こうじゃないか,"자, 팬 모두를 즐겁게 하러 가지 않겠어?"
さて、そろそろウォーミングアップの時間かな,"자 그럼, 슬슬 워밍업할 시간이려나"
プロデューサーさん、甘奈のパフォーマンス見ててね！,"프로듀서님, 아마나의 퍼포먼스 보고 있어줘!"
今日のセットリストはっと……お、いいカンジじゃん☆,"오늘의 세트 리스트는 어디…… 오, 좋은 느낌이잖아☆"
ファンのみんながいるから、\n甘奈もがんばれるんだ,"팬들이 있으니까,\n아마나도 열심히 할 수 있어"
どう？　今日のふゆも、ばっちり可愛いでしょ？,"어때? 오늘의 후유도, 확실히 귀엽지?"
今日、家族総出で応援に来てるの。失敗できないわね,"오늘, 가족 총출동으로 응원하러 와줬어. 실패할 수 없지"
ステップの確認、最後にもう一回……,"스텝 확인, 마지막으로 다시 한번……"
今日はなんだか\n調子がいいっすよ,오늘은 뭔가\n상태가 좋아요
ワクワクだけじゃない\nこの感じ、いいっすね,"두근두근뿐이 아닌\n이 느낌, 좋네요"
よいしょっと！　\n少し動いとくっす,영차!\n조금 움직여 두겠슴다
このフェスを思い切り楽しみましょう！,이 페스를 마음껏 즐기자!
絶対に勝つわよ！\nしっかり見ていて頂戴！,반드시 이기고 말겠어!\n똑바로 보고 있어 줘!
私の実力を見せつけてあげるわ！　楽しみにしてなさい！,내 실력을 보여주겠어! 기대하도록 해!
見ててね！　甘奈、もっとキラキラしてみせるから！,"보고 있어줘! 아마나, 더욱 반짝반짝 해보일 테니까!"
今日はファンのみんなを、アッと言わせてみせちゃうからね,"오늘은 팬 모두가, 앗 하고 말하게 해 보일 거니까 말야"
甘奈の魅力で、今日はガンガン盛り上げちゃうよ☆,"아마나의 매력으로, 오늘은 망설임 없이 분위기를 북돋을 거야☆"
甜花は……\nひとりじゃないから……,텐카는……\n혼자가 아니니까……
レッスンの通りに……\nステージで、がんばる……！,"레슨한 대로……\n스테이지에서, 열심히 할게……!"
今日の、ステージ……\n楽しんで……くるね……,"오늘의, 스테이지……\n즐기고……올게……"
ステージの外でも笑顔で……それが私のいる意味です,스테이지 밖에서도 웃는 얼굴로… 그것이 제가 있는 의미입니다
プロデューサーさんも、笑顔にしてみせます,"프로듀서님도, 웃게 만들겠어요"
ふふ、負けていいって思ってるわけじゃないんです……！,"후후, 져도 좋다고 생각하는 건 아니에요……!"
プロデューサーがくれたチャンス、必ずモノにしてきます,"프로듀서가 주신 찬스, 반드시 잡고 올게요"
大きな声援をもらえて、嬉しいです。絶対に応えてみせます,"큰 성원을 받아서, 기뻐요. 반드시 부응해 보이겠어요"
早く行きましょう。ファンの皆さんが待ってくれています,빨리 갑시다. 팬분들이 기다리고 있어요
三峰、今なら誰かの憧れに\nなれてるのかなぁ……？,"미츠미네, 이제는 동경의\n존재가 되었으려나……?"
Ｐ氏の見る目は正しかったって\n三峰が証明してくるよ,P씨가 보는 눈이 옳았다는 걸\n미츠미네가 증명하고 올게
今日のフェスも、約束された\n大勝利って感じでしょっ,"오늘의 페스도, 약속된\n대승리라는 느낌이잖아"
フェスのステージは特別です\nよーし、今日も頑張ります！,"페스의 스테이지는 특별해요\n좋아ー, 오늘도 열심히 할게요!"
行きましょう！\nファンのみんなが待ってます,가죠!\n팬 모두가 기다리고 있어요
チョコっとずつですけど、\n工夫もしていきたいですね！,"쵸큼씩이겠지만,\n여러 연구도 해 나가고 싶네요!"
最高のパフォーマンスを\nファンに届けてくるぜ！,최고의 퍼포먼스를\n팬에게 전하고 올 거라고!
早く始まんねーかな？\n今すげーワクワクしてんだ！,빨리 시작하지 않으려나?\n지금 엄청 두근두근 하고 있어!
プロデューサーがくれた舞台を\n全力で楽しんでくるな！,프로듀서가 준 무대를\n온 힘을 다해 즐기고 오겠어!
貴方さまが、見ていてくださる\nと思うと、強く、なれるのです,"당신이, 보고 있어 주신다고\n생각하면, 강해질 수, 있습니다"
もうすぐ、ファンのみなさまに\nお会いできるのですね,"이제 곧, 팬 분들을\n만나뵐 수 있는 것이군요"
このような、大きな舞台……\nとても、光栄でございます,"이렇게, 커다란 무대……\n무척, 영광입니다"
プロデューサさんが一緒なので\nきっと大丈夫ですっ,프로듀서님이 함께하니까\n틀림없이 괜찮을 거예요
ふふっ、フェスに出られて\nとっても嬉しいですっ,"후훗, 페스에 나올 수 있어\n너무나도 기뻐요"
ファンのみなさんがいるから、\n私は頑張れます、むんっ,"팬분들이 있으니까,\n저는 열심히 할 수 있어요, 무웅"
プロデューサー、楽しいステージにしてきます！,"프로듀서, 즐거운 스테이지를 만들고 올게요!"
私が積み重ねたものを信じてステージに臨みます！,제가 쌓아온 것을 믿고 스테이지에 임할게요!
ファンの皆さんと盛り上げるフェスって、いいものですよね,"팬분들과 함께하는 분위기 달아오른 페스는, 좋은 것이군요"
ファンのみんながいてくれるから、今とっても楽しいんだー！,"팬들이 있어 주니까, 지금 엄청 즐거워ー!"
どんなフェスにしたら、\nみんな喜んでくれるかな？,"어떤 페스로 만들면,\n모두 기뻐해 줄까?"
プロデューサーも楽しめるようなフェスにしちゃうよー！\n,프로듀서도 즐길 수 있는 페스로 만들고 올게ー!
プロデューサー、この舞台、\nばり盛り上げるけんね！,"프로듀서, 이 무대,\n겁나 분위기 띄울테니께!"
こんなたくさんの人に……\nうちって、幸せ者やね！,"이렇게 많은 사람에게……\n나는, 행복한 사람이어야!"
うちもファンも、みんなが\n楽しめるフェスにするばい！,"나도 팬도, 모두가\n즐길 수 있는 페스로 맹글 거여!"
私のファンを\n増やしてきますねー,저의 팬을\n늘리고 올게요―
私の歌とダンスを\n見せつけて来ますー,제 노래와 댄스를\n보여주고 올게요―
なんだか、みんなの顔が\nよく見えるんですよー,"왠지, 모두의 얼굴이\n잘 보이네요"
わたしの中の、全部を……\n見てもらう日です……！,제 안에 있는 모든 걸……\n보여주는 날이에요……!
プロデューサーさん……\nわたし……大丈夫です,프로듀서님……\n저…… 괜찮아요
いいステージにしたいって……\n心がそう……言ってるみたい,좋은 스테이지를 만들고 싶다고……\n마음이 그렇게…… 말하는 것 같아
フェスに来ている人みんなに\n笑顔と平和を届けちゃいます！,페스에 와 있는 모든 사람에게\n웃음과 평화를 전하겠어요!
ヒーローアイドルとして\n会場を盛り上げちゃいますね！,히어로 아이돌로서\n회장을 달아오르게 만들겠어요!
プロデューサーさんの応援で\nあたしは頑張れます！,프로듀서님의 응원으로\n저 힘낼 수 있어요!
ファンのみなさんに、\n私の想いを全部届けますっ,"팬 분들께,\n제 마음을 전부 전하겠어요"
準備万端ですっ\n最高のフェスにしますねっ,만반의 준비를 했어요\n최고의 페스로 만들겠어요
プロデューサーさん！\n私の姿、見ててくださいねっ,"프로듀서님!\n제 모습, 보고 있어 주세요"
会場が揺れちゃうくらい、フェスを盛り上げるよー！,"회장이 흔들릴 정도로, 페스를 달아오르게 만들겠어ー!"
プロデューサー！\n最高のフェスにしてくるね！,프로듀서!\n최고의 페스로 만들고 올게!
もっと色んな人たちに、わたしたちを見てもらいたいなぁ,"좀 더 여러 사람들이, 우리를 봐줬으면 좋겠어"
プロデューサーさん……\n甜花のこと、見ててね……,"프로듀서님……\n텐카의 공연, 보고 있어줘……"
みんなが応援してくれる……\nだから……楽しい……,모두가 응원해 주고 있어……\n그러니까…… 즐거워……
ファンのみなさまが待って\nいて、くださいますから……,팬 분들께서 기다리고\n계실 테니까……
プロデューサーさまのため\n精一杯、努力してまいります,"프로듀서님을 위해\n힘껏, 노력해 가겠습니다"
プロデューサーさまの、ご期待\nに、きっと、応えてみせます,프로듀서님의 기대에\n반드시 부응하겠습니다
甜花を見に来てる人に……\n笑顔を、プレゼント……,"텐카를 보러 온 사람에게……\n미소를, 선물……"
この衣装なら、このネイルで\nキレーめに、だよね,"이 의상이라면, 이 네일로\n내추럴한 핏, 되는 거지"
プロデューサー、\nなんか気が紛れる話、よろ～,"프로듀서,\n뭔가 긴장 풀어줄 이야기, 부탁해~"
待っててくれる人がいるんだし\nちゃーんと気張らないとね,기다려 주는 사람이 있으니\n제대로 열심히 해야겠지
本日の三峰スペシャルは～？\n……ふふー、本番まで内緒,"오늘의 미츠미네 스페셜은~?\n……후후ー, 실전까지는 비밀"
さて！　そろそろ行きますか！\n今日もバッチリ盛り上げるぞー,자 그럼! 슬슬 가볼까요!\n오늘도 완전히 분위기를 띄워보자
お花さんたちも……頑張れって\n応援してくれてるみたい……♪,꽃님들도……힘내라고\n응원해 주는 것 같아……♪
頑張るっていうより……つながりたい……です,열심히 한다고 하는 것 보다……이어지고……싶어요
勝つこともだけど……\nお客さんに楽しんでほしくて,이기는 것도 좋지만……\n관객들이 즐기길 바라서요
このカンジ、\n悪くないかも？,"이 느낌,\n나쁘지 않을지도?"
おっ、プロデューサー\n今日は何すんの～,"오, 프로듀서\n오늘은 뭐 할까~"
調子？\nまぁフツーってカンジ？,컨디션?\n뭐 그럭저럭이란 느낌?
さ、早くやること\nやっちゃお～,"자, 빨리 할 일\n해치우자~"
ヒマ～、\nなんか面白いことない～？,"지루해~,\n뭔가 재미있는 거 없어~?"
うわ、これちょーウケる～♪,"우와, 이거 완전 웃겨~♪"
新しいアプリでも探そっと,새로운 앱이라도 찾아보려고
ん？　なんか用～？,응? 무슨 볼일 있어~?
え～、\n構って欲しい的なやつ～？,"에~,\n신경 써 줬으면 하는 부분~?"
ちょ、プロデューサー、\n触りすぎだし！,"잠깐, 프로듀서,\n너무 손대잖아!"
うわ～……ないわ～……,우와~……이건 아니지~……
プロデューサー……\nうちのこと、\nどんな目で見てんの……？,"프로듀서……\n나를, 어떤 눈으로\n보는 거야……?"
は？　マジで何？,하? 리얼로 뭐야?
マジ順調じゃん？,리얼 순조로운데?
プロデューサー\n今日のうち、めっちゃ上々♪,"프로듀서\n오늘 나, 완전 최고야♪"
メイク、ちょー決まった\nカンジなんだけどさ～\nどう？,"오늘 화장, 완전 잘 먹힌\n느낌인데 말야~\n어때?"
プロデューサー、\nメッセ入れてたんだけど\n読んでくれた～？,"프로듀서,\n메시지 보냈었는데\n읽어 봤어~?"
プロデューサー、なんか話さな～い？,"프로듀서, 할 말은 없어~?"
ちょい自主トレしてくるわ～\n時間、まだあるよね～？,"잠깐 자율 연습하고 올게~\n시간, 아직 남아있지~?"
仕事しすぎじゃん？\nちょっと休もーよ\nヒマつぶしなら付き合うよ～,너무 일 열심히 하잖아?\n조금 쉬면서 해\n시간 때우기는 같이 해줄게~
なになに～？\n遊んでくれんの～？,뭐야 뭐야~?\n놀아주는 거야~?
疲れたんなら\n軽くどっか行く～？,지쳤으면\n가볍게 어디라도 갈까~?
ん～、マッサージでも\nしたげよっか～？,"음~, 마사지라도\n해 줄까~?"
そんくらいなら\n別にいーけどさ～\nうち以外はマジやめときな？,그 정도라면\n뭐 괜찮지만~다른 사람한텐 리얼 그만두라고?
そ、それはさすがに\n恥ずいって……,"그, 그건 역시\n부끄럽다니깐……"
……アハハ、\n今回は秘密にしといたげる♪,"…… 아하하,\n이번엔 비밀로 해 줄게♪"
プロデューサーと一緒なら、なんだってできちゃうよ！,"프로듀서와 함께라면, 뭐든지 할 수 있어!"
プロデューサーお疲れ様！\n今日も頑張っていこうね！,프로듀서 수고하십니다!\n오늘도 열심히 할게!
えへへ！　プロデューサー！\n今日もやる気いっぱいだよー,에헤헤! 프로듀서!\n오늘도 의욕 넘친다고ー
ねぇねぇ！\nプロデューサーのこと、もっと教えてよ！,"있잖아 있잖아!\n프로듀서에 대한 거, 더 가르쳐줘!"
……かまってほしいなー……,……신경 써 줬음 좋겠다ー……
プロデューサーと\nずっと一緒にいたいなー！,프로듀서랑\n쭉 같이 있고 싶어ー!
なに？　手、握ってもいいの？,"뭐야? 손, 잡아도 괜찮아?"
えへへ、なにー？,"에헤헤, 뭐야ー?"
ふふっ、\nお返しにくすぐっちゃうよー？,"후훗,\n답례로 간질여 줄 거야ー?"
誰かに見つかっても知らないよー？,다른 사람이 봐도 난 몰라ー?
もー。ダメだって言ったでしょー、プロデューサー,"정말ー. 안 된다고 했잖아ー, 프로듀서"
だめだめっ、くすぐったいってばぁ！,"안 돼 안 돼, 간지럽다니깐!"
プロデューサー！\n今日もうち、頑張るけん！\n見とってねー！,프로듀서!\n오늘도 나 열심히 할랑게!\n보고 있드라고―!
今日のレッスンはなんね？\nもう、うちのやる気は\nはちきれそうよ！,오늘 레슨은 뭐시여?\n참말로 나가 의욕이\n넘쳐 터져블라!
